excel_row,task_key,topic_relevance,stance_expression,stance_direction,stance_change,is_usable,training_grade,annotation_reason,confidence,matched_topic_terms,annotation_status
107,222116c4043cee9969cc661348309c4ab787c3e997a7ff8761737374d882e6db,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it questions the funding source of the policy, but it does not express a clear stance on whether medical debt should be excluded from credit records.",medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
108,af334b9ac0722ceed7cdaa103cc9919b21ba7565d1ff2e795915e112e7e53ab0,strongly_relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it questions the source of funds for canceling medical debt, but it does not contain a direct match for the topic terms.",medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
110,fa1d97bea17ad65b472b976aaeb45c6004b579ceeff4e3c8a2e10079d8ad8635,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question of excluding medical debt from credit records.,high,,completed_relaxed_ai_annotation
111,b3c61f99cef2931ce124185887fb7ed8e6d1794403f6b0562b4c5af22b9a4a4e,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question of excluding medical debt from credit records. It lacks a stance on the topic.,high,,completed_relaxed_ai_annotation
112,ea5a2c634256147c856032d931b48d0badc2151ebbd44a828f376b06fedbef5f,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant as it discusses the financial impact of the policy, but it does not contain a direct mention of 'medical debt' or related terms. The stance is implicit, opposing the policy by framing it as a tax burden.",medium,indirect_relevance:tax burden,completed_relaxed_ai_annotation
113,9753bd050770ab17bb33aa9a962d259c1e1b9459cb699d99392bff312441d5af,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant as it discusses the impact of medical debt on individuals who have already paid, but it does not contain a direct match for the topic terms.",medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
114,5d614eeb889d07fb1a2c993175c7a86952075925a0dc8b4e4d44dc7e787190af,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment criticizes the governor's approach to medical debt relief, implying it benefits a small percentage of residents. The relevance is indirect, as it discusses medical debt relief but not its exclusion from credit records.",medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
115,1a167006b5ebef7c485d29f461a616c2871649569f13d7b91cc950db05f70c18,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to medical debt; explicit stance opposing debt relief by implying personal responsibility.,high,medical bills,completed_relaxed_ai_annotation
117,2c0ecd0cef1b2f1bc1183e30b7a142dce94964e031ae180206071c4966aabb38,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question of excluding medical debt from credit records and lacks a stance.,high,,completed_relaxed_ai_annotation
118,406af094591f3d0b0cb649b194470ee976e80e18322431989c26f3c9249517bb,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant as it discusses the political implications of the policy, but it does not directly mention medical debt or credit records. The stance is implicit and opposes the post's claim.",medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
119,9eed6aef5f27149342bbc75a2caf20ce98379fe7e0d3086b4a15223aabf79eab,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it implies a concern about funding for medical debt relief, but it does not express a clear stance on whether medical debt should be excluded from credit records.",medium,indirect_relevance:funding,completed_relaxed_ai_annotation
120,f5bfe6d3adb3bd3fb95beb9feb5484dca6d8453796f83e8015f3cafef716f2b7,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, expressing a personal decision to move states without addressing medical debt or credit records.",high,,completed_relaxed_ai_annotation
121,3a810128f9665a3f5a45743baef1a8dc660820c637d743c40b0eda36a0b1396c,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, discussing taxes and Jan 6 rioters, with no stance on medical debt and credit records.",high,,completed_relaxed_ai_annotation
122,6f022d3482a366a699c6a975e2f06e6d09e89693a3f2b8447e0c8ab8107f6c0b,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment discusses medical debt indirectly by referencing ER costs and lack of insurance, but does not use the exact term 'medical debt'.",medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
124,cd0aacce87ee1430ab30a1145300518a0722fa6bd5579b70808eeaee01ef8f9b,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant as it discusses the cancellation of medical debt, but it does not contain a direct match for the topic terms. The stance is implicit, opposing the post's claim by suggesting the debt was not canceled but shifted.",medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
125,546ff628f1094f77d9a2d8b31e0ddcadec71f3d561a12d206aafac2d82da5577,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks a stance on medical debt exclusion from credit records.,high,,completed_relaxed_ai_annotation
126,e4dc7beb50a6af2d091494d95bd572430cee7c038c1d6ca7e5da12d80951c297,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not directly address the policy question of excluding medical debt from credit records. It expresses frustration about personal medical costs but lacks a stance on the policy topic.,medium,,completed_relaxed_ai_annotation
127,ad9578b72d4f512c72dd179af907087c46d33c84cba0dad2f0a0e66d10bb134a,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and irrelevant to the policy question about medical debt and credit records.,high,,completed_relaxed_ai_annotation
128,b074f72ace21422be302b92eb371a8a7309289d38228b435ecbc55210a21b90c,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question of excluding medical debt from credit records.,high,,completed_relaxed_ai_annotation
129,f151b7cba9c4a1d7ec4100aaf61aff533f81f1576f4361ac3cecb5aea3fdfa14,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question of excluding medical debt from credit records.,high,,completed_relaxed_ai_annotation
130,ab04a332cb83f461a2d9e29de8127d1eb38fcd1fffe315bd7d3c94088314ca50,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question of medical debt exclusion from credit records.,high,,completed_relaxed_ai_annotation
131,a22f2ee44989e5126c5d8bc3a94394b3dd83055bdfa670808790f85f92665d37,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, attacking the politician rather than addressing medical debt exclusion from credit records.",high,,completed_relaxed_ai_annotation
132,38135a0cf2266b63a72466c1a55ca4c906d21c808f596e82f8daa1d0f7a8a418,relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant as it discusses the cost of the medical debt cancellation program, but it does not directly mention the topic keywords like 'medical debt' or 'credit records'.",medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
133,564b7b4956fc951177abf74288efe73bc7d3f531ef70208bd14ec419dff84cd4,strongly_relevant,implicit_stance,questions_or_conditionally_opposes,insufficient_evidence,yes,borderline_sample,"The comment is relevant and asks about the scope of the relief program, indicating an implicit stance of questioning the policy's reach.",medium,medical debt,completed_relaxed_ai_annotation
134,e41a2c4bcc8b27783116903598c419c8ab50567c21a4175f75d3e43fab0533c7,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic comment with no policy attitude or stance on medical debt and credit records.,high,,completed_relaxed_ai_annotation
135,e6989607ec65dc6fe351563050f7f66421a331f3fad8489dec55fb75c9f0b93f,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it questions the funding source of the medical debt cancellation, but it does not express a stance on whether medical debt should be excluded from credit records.",medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
136,0535e0204c6dc37ffb734d9211906731f7eaa5d179896d92ad8beb6fbfdf853d,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not mention medical debt or credit records and focuses on taxes and political criticism.,high,,completed_relaxed_ai_annotation
137,705902700fd9e690a7edbd9a323418bfd0ba617a3cb3e618d0e9f750b06da4c6,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question of medical debt exclusion from credit records.,high,,completed_relaxed_ai_annotation
138,a1ada74a92f4acb9c3bd434098d61f7677b5ece045a7adb5c588af7fa1d88ee9,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it questions the source of funding for the medical debt cancellation, but it does not express a stance on whether medical debt should be excluded from credit records.",medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
139,867d3af57e37a02f672168d10d1bccd67ab4c58d351d1d1527f7dd5606aeff20,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,no,unusable,"The comment is relevant as it discusses the cancellation of medical debt, but it does not contain a direct match for the topic terms. The stance is implicit, opposing the post's claim, and the thread is short and lacks sufficient evidence for usability.",medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
140,374636288017faa9235346847fc82ced70eaf02a917d4f6a005d8d4e441388ac,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question of excluding medical debt from credit records.,high,,completed_relaxed_ai_annotation
141,403849b19fa084f8226f888c9c26ecefe03bafe220352160120a17570eda0dae,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question of excluding medical debt from credit records. It lacks a stance and is too vague to be usable.,high,,completed_relaxed_ai_annotation
143,11458b0728439d35a26838c6cdac2cf6780dee053e757db23c1a029ebfe2e01a,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,The comment is relevant as it references personal experience with medical debt but does not express a stance on whether it should be excluded from credit records.,medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
144,3ae6de51d2ae1781f6938ff13d6dc2d6b7529487589ef8b241c8afd1d53e378a,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,borderline_sample,"Comment is relevant to the topic by mentioning CT's debt and criticizes the policy, but does not directly address medical debt exclusion from credit records.",medium,debt,completed_relaxed_ai_annotation
145,af9f0c735b3116930384d75d3f679f928984948049174e9f039c023cce1731ab,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, criticizes tax use but does not address medical debt exclusion from credit records",medium,,completed_relaxed_ai_annotation
146,5bdbfd4b2efb8f8b3add1e06c9e3a41cb245f1462bd43cc13078573d41548b2b,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks a clear stance on the policy question.,high,,completed_relaxed_ai_annotation
147,4e9604c3c4301f98dbf78b0fceb322e13ad1485a80a69ef578f9fc96d9cc3a09,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it questions the source of funding for the medical debt relief, but it does not contain a direct stance on whether medical debt should be excluded from credit records.",medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
149,5d696a5b7cbf4662ea2bdadc21ff9e32b7745424eb02f226383d12f16c8e0578,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it questions the source of funds for the policy, but it does not express a stance on the topic of medical debt exclusion from credit records.",medium,indirect_relevance:medical debt,completed_relaxed_ai_annotation
